borough;numfloors;LAT;LONG;coordinates 
MN;19.0;40.7669172;-73.9592603;40.7669172, -73.9592603
MN;14.0;40.7825759;-73.9592615;40.7825759, -73.9592615
MN;11.0;40.7694945;-73.9592659;40.7694945, -73.9592659
BK;7.0;40.5899727;-73.9592746;40.5899727, -73.9592746
MN;13.0;40.760522;-73.9592786;40.760522, -73.9592786
MN;15.0;40.776672;-73.9592796;40.776672, -73.9592796
MN;31.0;40.7723189;-73.9592823;40.7723189, -73.9592823
MN;7.0;40.7996152;-73.9592836;40.7996152, -73.9592836
MN;13.0;40.7821917;-73.9592907;40.7821917, -73.9592907
MN;9.0;40.8098201;-73.9592954;40.8098201, -73.9592954
BK;7.0;40.690893;-73.9593067;40.690893, -73.9593067
MN;14.0;40.7644607;-73.9593123;40.7644607, -73.9593123
MN;9.0;40.7704497;-73.9593159;40.7704497, -73.9593159
MN;13.0;40.7824415;-73.9593194;40.7824415, -73.9593194
MN;11.0;40.7795842;-73.9593211;40.7795842, -73.9593211
MN;15.0;40.7740014;-73.9593282;40.7740014, -73.9593282
BK;Jun.25;40.5826468;-73.9593295;40.5826468, -73.9593295
BK;7.0;40.732026;-73.9593321;40.732026, -73.9593321
MN;10.0;40.7623445;-73.9593425;40.7623445, -73.9593425
MN;11.0;40.7698569;-73.9593488;40.7698569, -73.9593488
MN;13.0;40.7620289;-73.9593644;40.7620289, -73.9593644
BK;14.0;40.7272639;-73.9593747;40.7272639, -73.9593747
MN;12.0;40.776543;-73.9593772;40.776543, -73.9593772
BK;8.0;40.698367;-73.9593851;40.698367, -73.9593851
MN;20.Mai;40.7720334;-73.9593907;40.7720334, -73.9593907
MN;14.0;40.7748578;-73.9593962;40.7748578, -73.9593962
BK;7.0;40.6824666;-73.9594092;40.6824666, -73.9594092
BK;7.0;40.6368977;-73.9594189;40.6368977, -73.9594189
MN;21.0;40.770716;-73.9594204;40.770716, -73.9594204
MN;37.0;40.7597425;-73.9594343;40.7597425, -73.9594343
BK;8.0;40.6515686;-73.9594352;40.6515686, -73.9594352
BK;7.0;40.6063894;-73.9594375;40.6063894, -73.9594375
MN;16.0;40.7677928;-73.9594439;40.7677928, -73.9594439
MN;20.0;40.7583043;-73.9594749;40.7583043, -73.9594749
MN;14.0;40.7763564;-73.9595109;40.7763564, -73.9595109
BK;7.0;40.6522713;-73.9595213;40.6522713, -73.9595213
MN;17.0;40.7662256;-73.9595279;40.7662256, -73.9595279
QN;55.0;40.7419154;-73.9595535;40.7419154, -73.9595535
BK;9.0;40.6980926;-73.9595548;40.6980926, -73.9595548
BK;39.0;40.7364259;-73.9595676;40.7364259, -73.9595676
MN;17.0;40.7792247;-73.9595813;40.7792247, -73.9595813
MN;17.0;40.7815029;-73.9596016;40.7815029, -73.9596016
MN;16.0;40.7732906;-73.9596174;40.7732906, -73.9596174
MN;12.0;40.8075202;-73.9596328;40.8075202, -73.9596328
MN;21.0;40.7749622;-73.9596453;40.7749622, -73.9596453
MN;33.0;40.8116208;-73.9596556;40.8116208, -73.9596556
BK;7.0;40.7349191;-73.9596587;40.7349191, -73.9596587
MN;7.0;40.7699887;-73.9596664;40.7699887, -73.9596664
MN;19.0;40.7818597;-73.9596736;40.7818597, -73.9596736
BK;9.0;40.673203;-73.9596889;40.673203, -73.9596889
BK;7.0;40.6997148;-73.9596909;40.6997148, -73.9596909
MN;19.0;40.775599;-73.9596991;40.775599, -73.9596991
BK;40.0;40.7352045;-73.9597163;40.7352045, -73.9597163
MN;14.0;40.7759448;-73.9597169;40.7759448, -73.9597169
BK;8.0;40.6939288;-73.9597196;40.6939288, -73.9597196
MN;21.0;40.7632394;-73.9597246;40.7632394, -73.9597246
MN;8.0;40.7689183;-73.9597392;40.7689183, -73.9597392
BK;7.0;40.7087753;-73.9597395;40.7087753, -73.9597395
MN;15.0;40.7773721;-73.9597413;40.7773721, -73.9597413
MN;13.0;40.7679247;-73.9597507;40.7679247, -73.9597507
MN;30.0;40.7800729;-73.9597758;40.7800729, -73.9597758
BK;7.0;40.6997999;-73.9597846;40.6997999, -73.9597846
MN;14.0;40.7580683;-73.9598071;40.7580683, -73.9598071
BK;14.0;40.6532266;-73.9598163;40.6532266, -73.9598163
BK;33.0;40.6676559;-73.9598184;40.6676559, -73.9598184
BK;13.0;40.7130215;-73.9598199;40.7130215, -73.9598199
MN;21.0;40.7713502;-73.9598352;40.7713502, -73.9598352
MN;15.0;40.7772404;-73.9598389;40.7772404, -73.9598389
BK;7.0;40.6989134;-73.9598644;40.6989134, -73.9598644
MN;20.0;40.7750528;-73.9598655;40.7750528, -73.9598655
MN;41.0;40.7599705;-73.9598746;40.7599705, -73.9598746
MN;10.0;40.7717372;-73.9598747;40.7717372, -73.9598747
BK;7.0;40.7145942;-73.9598839;40.7145942, -73.9598839
BK;9.0;40.6790714;-73.9598944;40.6790714, -73.9598944
MN;8.0;40.7790135;-73.9598992;40.7790135, -73.9598992
MN;26.0;40.8169072;-73.9599017;40.8169072, -73.9599017
BK;7.0;40.636176;-73.9599094;40.636176, -73.9599094
MN;9.0;40.7674883;-73.9599098;40.7674883, -73.9599098
MN;12.0;40.7630062;-73.9599125;40.7630062, -73.9599125
MN;16.0;40.7673291;-73.9599207;40.7673291, -73.9599207
MN;15.0;40.7731013;-73.9599605;40.7731013, -73.9599605
BK;8.0;40.682464;-73.9599645;40.682464, -73.9599645
MN;22.0;40.7810336;-73.9599666;40.7810336, -73.9599666
MN;19.0;40.7614691;-73.9599748;40.7614691, -73.9599748
MN;27.0;40.7699559;-73.9600021;40.7699559, -73.9600021
MN;17.0;40.7757253;-73.9600023;40.7757253, -73.9600023
MN;16.0;40.7987015;-73.9600138;40.7987015, -73.9600138
MN;13.0;40.7769111;-73.9600341;40.7769111, -73.9600341
MN;9.0;40.7799111;-73.9600612;40.7799111, -73.9600612
BK;11.0;40.7300747;-73.9600694;40.7300747, -73.9600694
MN;11.0;40.7985341;-73.9600717;40.7985341, -73.9600717
MN;9.0;40.7807427;-73.9600751;40.7807427, -73.9600751
BK;7.0;40.6826397;-73.9601158;40.6826397, -73.9601158
BK;9.0;40.6434553;-73.9601176;40.6434553, -73.9601176
MN;11.0;40.7785936;-73.9601342;40.7785936, -73.9601342
MN;10.0;40.7586202;-73.9601389;40.7586202, -73.9601389
QN;46.0;40.7413859;-73.9601636;40.7413859, -73.9601636
MN;7.0;40.7631984;-73.9601867;40.7631984, -73.9601867
BK;7.0;40.6358056;-73.9602015;40.6358056, -73.9602015
MN;7.0;40.7607583;-73.9602279;40.7607583, -73.9602279
MN;21.0;40.7752094;-73.9602337;40.7752094, -73.9602337
MN;9.0;40.7808114;-73.9602339;40.7808114, -73.9602339
MN;10.0;40.8061755;-73.9602405;40.8061755, -73.9602405
BK;7.0;40.5813626;-73.9602447;40.5813626, -73.9602447
MN;9.0;40.7803174;-73.9602523;40.7803174, -73.9602523
MN;21.0;40.7766724;-73.9602545;40.7766724, -73.9602545
MN;10.Mai;40.8118982;-73.9602587;40.8118982, -73.9602587
MN;19.0;40.7707575;-73.9602977;40.7707575, -73.9602977
BK;9.0;40.6489284;-73.9602981;40.6489284, -73.9602981
BK;8.0;40.6535479;-73.9603134;40.6535479, -73.9603134
MN;11.0;40.7783439;-73.9603148;40.7783439, -73.9603148
MN;14.0;40.7583704;-73.9603231;40.7583704, -73.9603231
MN;15.0;40.8009797;-73.9603302;40.8009797, -73.9603302
MN;15.0;40.7811243;-73.9603349;40.7811243, -73.9603349
BK;8.0;40.6413172;-73.9603423;40.6413172, -73.9603423
MN;11.0;40.7725086;-73.9603436;40.7725086, -73.9603436
MN;34.0;40.7626303;-73.9603495;40.7626303, -73.9603495
MN;26.0;40.8168717;-73.9603497;40.8168717, -73.9603497
BK;21.0;40.708103;-73.9603531;40.708103, -73.9603531
MN;12.0;40.7792113;-73.9603685;40.7792113, -73.9603685
MN;15.0;40.7749158;-73.9603855;40.7749158, -73.9603855
BK;8.0;40.6422861;-73.9604066;40.6422861, -73.9604066
BK;8.0;40.6187797;-73.9604133;40.6187797, -73.9604133
BK;7.0;40.6823955;-73.9604152;40.6823955, -73.9604152
MN;9.0;40.7711363;-73.9604166;40.7711363, -73.9604166
MN;35.0;40.7693165;-73.9604321;40.7693165, -73.9604321
MN;15.0;40.7750887;-73.9604359;40.7750887, -73.9604359
MN;15.0;40.7677108;-73.9604367;40.7677108, -73.9604367
BK;12.0;40.7112321;-73.9604594;40.7112321, -73.9604594
BK;7.0;40.5831715;-73.9604668;40.5831715, -73.9604668
MN;17.0;40.7809295;-73.9604794;40.7809295, -73.9604794
MN;14.0;40.7762991;-73.9604822;40.7762991, -73.9604822
BK;7.0;40.6065846;-73.9605034;40.6065846, -73.9605034
BK;7.0;40.681885;-73.9605093;40.681885, -73.9605093
MN;9.0;40.8103558;-73.9605306;40.8103558, -73.9605306
BK;9.0;40.6806389;-73.9605316;40.6806389, -73.9605316
MN;13.0;40.756828;-73.9605442;40.756828, -73.9605442
MN;35.0;40.7684053;-73.9605446;40.7684053, -73.9605446
MN;11.0;40.771699;-73.9605643;40.771699, -73.9605643
MN;7.0;40.8063238;-73.9605908;40.8063238, -73.9605908
MN;16.0;40.7651693;-73.9606079;40.7651693, -73.9606079
MN;20.0;40.7579643;-73.9606085;40.7579643, -73.9606085
MN;9.0;40.7801473;-73.9606171;40.7801473, -73.9606171
BK;7.0;40.6724815;-73.9606302;40.6724815, -73.9606302
MN;20.0;40.7702443;-73.9606518;40.7702443, -73.9606518
BK;8.0;40.6938578;-73.9606572;40.6938578, -73.9606572
MN;13.0;40.7674831;-73.9606679;40.7674831, -73.9606679
MN;8.0;40.7608628;-73.9606682;40.7608628, -73.9606682
MN;38.0;40.7603742;-73.9606793;40.7603742, -73.9606793
BK;13.0;40.5754504;-73.9606874;40.5754504, -73.9606874
MN;15.0;40.7804767;-73.9606891;40.7804767, -73.9606891
MN;10.0;40.7786762;-73.9606902;40.7786762, -73.9606902
MN;28.0;40.7760879;-73.9606953;40.7760879, -73.9606953
MN;9.0;40.8045343;-73.9607002;40.8045343, -73.9607002
MN;16.0;40.7621062;-73.9607036;40.7621062, -73.9607036
MN;14.0;40.7576844;-73.9607134;40.7576844, -73.9607134
BK;40.0;40.7268334;-73.9607207;40.7268334, -73.9607207
MN;16.0;40.7729424;-73.9607621;40.7729424, -73.9607621
MN;7.0;40.8129578;-73.9607638;40.8129578, -73.9607638
MN;25.0;40.7978783;-73.9607727;40.7978783, -73.9607727
BK;7.0;40.652947;-73.9607931;40.652947, -73.9607931
MN;32.0;40.7668793;-73.9607982;40.7668793, -73.9607982
MN;31.0;40.7660669;-73.9608131;40.7660669, -73.9608131
BK;12.0;40.6642225;-73.9608297;40.6642225, -73.9608297
MN;13.0;40.7745509;-73.9608298;40.7745509, -73.9608298
MN;14.0;40.7736533;-73.9608556;40.7736533, -73.9608556
MN;9.0;40.7637942;-73.9608686;40.7637942, -73.9608686
BK;40.0;40.7350101;-73.9608783;40.7350101, -73.9608783
MN;20.0;40.7561529;-73.9608839;40.7561529, -73.9608839
BK;12.0;40.6668713;-73.9608894;40.6668713, -73.9608894
MN;16.0;40.772668;-73.9608959;40.772668, -73.9608959
BK;12.0;40.647430;-73.9608972;40.647430, -73.9608972
MN;13.0;40.7618592;-73.9609058;40.7618592, -73.9609058
MN;7.0;40.8064584;-73.9609122;40.8064584, -73.9609122
MN;7.0;40.7973596;-73.9609211;40.7973596, -73.9609211
BK;39.0;40.7320842;-73.9609233;40.7320842, -73.9609233
BK;7.0;40.6415918;-73.9609295;40.6415918, -73.9609295
MN;13.0;40.7796149;-73.9609351;40.7796149, -73.9609351
MN;8.0;40.7635061;-73.9609374;40.7635061, -73.9609374
MN;47.0;40.7587357;-73.9609474;40.7587357, -73.9609474
MN;14.0;40.7755555;-73.9609484;40.7755555, -73.9609484
BK;8.0;40.6824232;-73.9609524;40.6824232, -73.9609524
MN;15.0;40.7789617;-73.9609752;40.7789617, -73.9609752
MN;13.0;40.7773753;-73.9609798;40.7773753, -73.9609798
MN;14.0;40.7761401;-73.9609841;40.7761401, -73.9609841
MN;16.0;40.7578025;-73.9609949;40.7578025, -73.9609949
BK;13.0;40.7326551;-73.9609988;40.7326551, -73.9609988
MN;7.0;40.7972307;-73.9610115;40.7972307, -73.9610115
MN;20.0;40.7686388;-73.9610138;40.7686388, -73.9610138
MN;12.0;40.7742902;-73.9610177;40.7742902, -73.9610177
BK;Jun.25;40.7177593;-73.9610219;40.7177593, -73.9610219
BK;40.0;40.7264657;-73.9610493;40.7264657, -73.9610493
BK;23.0;40.657561;-73.9610607;40.657561, -73.9610607
MN;16.0;40.7645436;-73.9610667;40.7645436, -73.9610667
MN;15.0;40.7702554;-73.9610742;40.7702554, -73.9610742
MN;9.0;40.7730798;-73.9610834;40.7730798, -73.9610834
MN;10.0;40.8062032;-73.9611038;40.8062032, -73.9611038
BK;9.0;40.6820252;-73.9611221;40.6820252, -73.9611221
MN;13.0;40.7639206;-73.9611393;40.7639206, -73.9611393
MN;11.0;40.7676836;-73.9611443;40.7676836, -73.9611443
MN;14.0;40.805561;-73.9611511;40.805561, -73.9611511
QN;33.0;40.7392892;-73.9611753;40.7392892, -73.9611753
MN;19.0;40.7756105;-73.9611794;40.7756105, -73.9611794
MN;21.0;40.8127274;-73.9611794;40.8127274, -73.9611794
MN;19.0;40.7572179;-73.9611937;40.7572179, -73.9611937
BK;8.0;40.6985323;-73.9612062;40.6985323, -73.9612062
MN;9.0;40.7711393;-73.9612073;40.7711393, -73.9612073
BK;16.0;40.6589856;-73.9612148;40.6589856, -73.9612148
MN;19.0;40.7970825;-73.9612174;40.7970825, -73.9612174
BK;16.0;40.6594413;-73.9612218;40.6594413, -73.9612218
BK;7.0;40.7203779;-73.9612224;40.7203779, -73.9612224
MN;27.0;40.7770542;-73.9612327;40.7770542, -73.9612327
MN;11.0;40.7722756;-73.9612391;40.7722756, -73.9612391
MN;15.0;40.7579069;-73.9612403;40.7579069, -73.9612403
MN;15.0;40.7780039;-73.9612502;40.7780039, -73.9612502
MN;34.0;40.7695336;-73.9612551;40.7695336, -73.9612551
MN;36.0;40.7590652;-73.9612576;40.7590652, -73.9612576
MN;64.0;40.7582445;-73.9612725;40.7582445, -73.9612725
MN;15.0;40.767906;-73.9612741;40.767906, -73.9612741
MN;12.0;40.814130;-73.9612978;40.814130, -73.9612978
BK;Jun.25;40.6362973;-73.9613001;40.6362973, -73.9613001
MN;11.0;40.7712628;-73.9613083;40.7712628, -73.9613083
BK;9.0;40.6798542;-73.9613145;40.6798542, -73.9613145
MN;10.0;40.7728548;-73.9613363;40.7728548, -73.9613363
MN;15.0;40.7753443;-73.9613384;40.7753443, -73.9613384
MN;11.0;40.7719957;-73.9613837;40.7719957, -73.9613837
MN;20.0;40.7555794;-73.9613896;40.7555794, -73.9613896
MN;15.0;40.7579701;-73.9613918;40.7579701, -73.9613918
MN;16.0;40.770390;-73.9613954;40.770390, -73.9613954
MN;06.Mai;40.7620707;-73.9614003;40.7620707, -73.9614003
BK;8.0;40.6777545;-73.9614094;40.6777545, -73.9614094
MN;26.0;40.776692;-73.9614135;40.776692, -73.9614135
MN;18.0;40.7636901;-73.9614174;40.7636901, -73.9614174
MN;45.0;40.7655977;-73.9614199;40.7655977, -73.9614199
BK;7.0;40.6735495;-73.9614263;40.6735495, -73.9614263
MN;14.0;40.7795986;-73.9614334;40.7795986, -73.9614334
BK;7.0;40.7079881;-73.9614568;40.7079881, -73.9614568
MN;39.0;40.7639756;-73.9614605;40.7639756, -73.9614605
BK;7.0;40.6130133;-73.9614648;40.6130133, -73.9614648
BK;8.0;40.6171057;-73.9614697;40.6171057, -73.9614697
MN;14.0;40.757347;-73.9614752;40.757347, -73.9614752
MN;15.0;40.7757341;-73.9614754;40.7757341, -73.9614754
MN;11.0;40.8056956;-73.9614797;40.8056956, -73.9614797
MN;14.0;40.7679939;-73.9614799;40.7679939, -73.9614799
BK;10.0;40.6934134;-73.9614977;40.6934134, -73.9614977
BK;13.0;40.5784425;-73.9614992;40.5784425, -73.9614992
MN;13.0;40.7749573;-73.9615047;40.7749573, -73.9615047
MN;10.0;40.7775374;-73.9615177;40.7775374, -73.9615177
MN;06.Mai;40.7662181;-73.9615242;40.7662181, -73.9615242
BK;10.0;40.6480038;-73.9615275;40.6480038, -73.9615275
MN;15.0;40.7792336;-73.9615275;40.7792336, -73.9615275
MN;13.0;40.8137843;-73.9615365;40.8137843, -73.9615365
MN;16.0;40.758036;-73.9615506;40.758036, -73.9615506
BK;7.0;40.7124484;-73.9615516;40.7124484, -73.9615516
MN;9.0;40.7724459;-73.9615531;40.7724459, -73.9615531
MN;7.0;40.7621367;-73.9615627;40.7621367, -73.9615627
MN;10.0;40.7729537;-73.9615745;40.7729537, -73.9615745
MN;13.0;40.8049188;-73.9615777;40.8049188, -73.9615777
BK;14.0;40.7313159;-73.9616021;40.7313159, -73.9616021
MN;20.0;40.7689958;-73.9616056;40.7689958, -73.9616056
MN;18.0;40.776574;-73.9616193;40.776574, -73.9616193
MN;15.0;40.7746307;-73.9616385;40.7746307, -73.9616385
MN;7.0;40.8016197;-73.9616446;40.8016197, -73.9616446
MN;20.0;40.7566417;-73.9616525;40.7566417, -73.9616525
MN;27.0;40.7584093;-73.9616623;40.7584093, -73.9616623
MN;18.0;40.8023663;-73.9616911;40.8023663, -73.9616911
MN;17.0;40.763015;-73.9616957;40.763015, -73.9616957
MN;20.0;40.7574514;-73.9617025;40.7574514, -73.9617025
MN;15.0;40.7698961;-73.9617026;40.7698961, -73.9617026
MN;12.0;40.7733215;-73.9617151;40.7733215, -73.9617151
BK;8.0;40.6492006;-73.9617286;40.6492006, -73.9617286
MN;57.0;40.7672886;-73.9617619;40.7672886, -73.9617619
MN;9.0;40.7722044;-73.9617663;40.7722044, -73.9617663
BK;15.0;40.5792496;-73.9617687;40.5792496, -73.9617687
MN;14.0;40.7789702;-73.9617696;40.7789702, -73.9617696
MN;20.0;40.7687433;-73.9617791;40.7687433, -73.9617791
MN;17.0;40.7592904;-73.9617881;40.7592904, -73.9617881
BK;9.0;40.6523709;-73.9618097;40.6523709, -73.9618097
BK;7.0;40.6740135;-73.9618226;40.6740135, -73.9618226
BK;8.0;40.6808535;-73.9618258;40.6808535, -73.9618258
BK;9.0;40.6615659;-73.9618297;40.6615659, -73.9618297
BK;07.Mai;40.7069699;-73.9618361;40.7069699, -73.9618361
MN;16.0;40.7773097;-73.9618392;40.7773097, -73.9618392
MN;15.0;40.7705823;-73.9618466;40.7705823, -73.9618466
MN;17.0;40.7564002;-73.9618511;40.7564002, -73.9618511
MN;16.0;40.7985759;-73.9618522;40.7985759, -73.9618522
BK;8.0;40.6610993;-73.9618552;40.6610993, -73.9618552
MN;7.0;40.7750617;-73.9618585;40.7750617, -73.9618585
MN;13.0;40.7731047;-73.9618741;40.7731047, -73.9618741
BK;7.0;40.6821847;-73.9618936;40.6821847, -73.9618936
MN;10.0;40.8000059;-73.9619056;40.8000059, -73.9619056
MN;7.0;40.7626061;-73.9619126;40.7626061, -73.9619126
MN;15.0;40.7581926;-73.9619223;40.7581926, -73.9619223
BK;8.0;40.7095967;-73.9619284;40.7095967, -73.9619284
MN;20.0;40.7759291;-73.9619374;40.7759291, -73.9619374
MN;15.0;40.7575668;-73.9619479;40.7575668, -73.9619479
MN;7.0;40.7664021;-73.9619645;40.7664021, -73.9619645
MN;31.0;40.7683646;-73.9619742;40.7683646, -73.9619742
BK;7.0;40.6097718;-73.9619745;40.6097718, -73.9619745
MN;12.0;40.8018751;-73.9619768;40.8018751, -73.9619768
MN;10.0;40.7747763;-73.9619778;40.7747763, -73.9619778
MN;34.0;40.7584698;-73.9619835;40.7584698, -73.9619835
MN;14.0;40.7572566;-73.9619914;40.7572566, -73.9619914
BK;7.0;40.6809166;-73.9619917;40.6809166, -73.9619917
MN;7.0;40.7616537;-73.9619961;40.7616537, -73.9619961
BK;7.0;40.6828682;-73.9620158;40.6828682, -73.9620158
MN;9.0;40.8033161;-73.9620265;40.8033161, -73.9620265
BK;24.0;40.6893953;-73.9620409;40.6893953, -73.9620409
MN;16.0;40.7631688;-73.9620602;40.7631688, -73.9620602
MN;13.0;40.756812;-73.9620603;40.756812, -73.9620603
MN;7.0;40.7774333;-73.9620629;40.7774333, -73.9620629
MN;12.0;40.774329;-73.9620792;40.774329, -73.9620792
MN;7.0;40.7787205;-73.9620803;40.7787205, -73.9620803
BK;7.0;40.7189838;-73.9620854;40.7189838, -73.9620854
MN;7.0;40.7995448;-73.9620865;40.7995448, -73.9620865
MN;13.0;40.7751579;-73.9620895;40.7751579, -73.9620895
MN;42.0;40.8116985;-73.9620904;40.8116985, -73.9620904
BK;18.0;40.5754234;-73.9620949;40.5754234, -73.9620949
MN;13.0;40.7740078;-73.9621046;40.7740078, -73.9621046
MN;16.0;40.7667892;-73.9621268;40.7667892, -73.9621268
MN;14.0;40.7641762;-73.9621391;40.7641762, -73.9621391
MN;12.0;40.7700801;-73.9621429;40.7700801, -73.9621429
MN;7.0;40.8113554;-73.9621484;40.8113554, -73.9621484
MN;14.0;40.7727261;-73.9621487;40.7727261, -73.9621487
MN;23.0;40.7785943;-73.9621706;40.7785943, -73.9621706
MN;9.0;40.7684498;-73.9621764;40.7684498, -73.9621764
MN;20.0;40.7681314;-73.9621838;40.7681314, -73.9621838
MN;14.0;40.7583025;-73.9621857;40.7583025, -73.9621857
BK;7.0;40.6129312;-73.9621961;40.6129312, -73.9621961
MN;19.0;40.7558788;-73.9621979;40.7558788, -73.9621979
MN;16.0;40.758651;-73.9622108;40.758651, -73.9622108
BK;7.0;40.6740822;-73.9622191;40.6740822, -73.9622191
MN;14.0;40.7766099;-73.9622259;40.7766099, -73.9622259
MN;10.0;40.7748807;-73.9622269;40.7748807, -73.9622269
MN;8.0;40.7717737;-73.9622395;40.7717737, -73.9622395
MN;12.0;40.7752211;-73.9622411;40.7752211, -73.9622411
BK;7.0;40.6491102;-73.9622692;40.6491102, -73.9622692
MN;12.0;40.772630;-73.9622823;40.772630, -73.9622823
MN;9.0;40.7719439;-73.9623296;40.7719439, -73.9623296
MN;15.0;40.7767142;-73.9623486;40.7767142, -73.9623486
MN;11.Mai;40.7741122;-73.9623537;40.7741122, -73.9623537
MN;21.0;40.7724544;-73.9623582;40.7724544, -73.9623582
MN;17.0;40.7584205;-73.9623625;40.7584205, -73.9623625
MN;10.0;40.7954306;-73.9623669;40.7954306, -73.9623669
BK;7.0;40.6722049;-73.9623679;40.6722049, -73.9623679
BK;9.0;40.6532028;-73.9623823;40.6532028, -73.9623823
BK;7.0;40.7184268;-73.9623851;40.7184268, -73.9623851
BK;9.0;40.6723394;-73.9623895;40.6723394, -73.9623895
MN;14.0;40.7708131;-73.9623953;40.7708131, -73.9623953
BK;10.0;40.5819973;-73.9624189;40.5819973, -73.9624189
BK;9.0;40.7201066;-73.9624347;40.7201066, -73.9624347
BK;7.0;40.6940862;-73.9624493;40.6940862, -73.9624493
MN;7.0;40.7666493;-73.9624554;40.7666493, -73.9624554
BK;7.0;40.6477516;-73.9624682;40.6477516, -73.9624682
MN;15.0;40.7578085;-73.9624712;40.7578085, -73.9624712
MN;13.0;40.7569851;-73.9624716;40.7569851, -73.9624716
MN;14.0;40.7767692;-73.9624822;40.7767692, -73.9624822
MN;9.0;40.7744993;-73.9624834;40.7744993, -73.9624834
MN;14.0;40.7625322;-73.9624938;40.7625322, -73.9624938
MN;17.0;40.8053885;-73.9625021;40.8053885, -73.9625021
MN;13.0;40.7736786;-73.9625056;40.7736786, -73.9625056
BK;9.0;40.6810705;-73.9625144;40.6810705, -73.9625144
MN;13.0;40.7575038;-73.9625183;40.7575038, -73.9625183
MN;8.0;40.760943;-73.9625344;40.760943, -73.9625344
MN;11.0;40.7694325;-73.9625368;40.7694325, -73.9625368
MN;17.0;40.7951726;-73.9625404;40.7951726, -73.9625404
MN;17.0;40.7780016;-73.9625501;40.7780016, -73.9625501
MN;15.0;40.7733712;-73.9625635;40.7733712, -73.9625635
BK;9.0;40.5797686;-73.9625712;40.5797686, -73.9625712
MN;16.0;40.7752321;-73.9625805;40.7752321, -73.9625805
MN;7.0;40.7960235;-73.9625941;40.7960235, -73.9625941
MN;11.0;40.7560629;-73.9625985;40.7560629, -73.9625985
MN;7.0;40.7742193;-73.9626063;40.7742193, -73.9626063
BK;8.0;40.688841;-73.9626254;40.688841, -73.9626254
BK;8.0;40.6455723;-73.9626352;40.6455723, -73.9626352
BK;15.0;40.7204744;-73.9626509;40.7204744, -73.9626509
MN;26.0;40.7644399;-73.9626588;40.7644399, -73.9626588
BK;7.0;40.597942;-73.9626619;40.597942, -73.9626619
MN;7.0;40.7771919;-73.9626805;40.7771919, -73.9626805
MN;20.0;40.8051415;-73.9626829;40.8051415, -73.9626829
MN;17.0;40.7778205;-73.9626838;40.7778205, -73.9626838
MN;12.0;40.8020674;-73.9627027;40.8020674, -73.9627027
BK;8.0;40.7154378;-73.9627187;40.7154378, -73.9627187
BK;7.0;40.5833314;-73.9627204;40.5833314, -73.9627204
MN;22.0;40.7701352;-73.9627278;40.7701352, -73.9627278
MN;8.0;40.8055697;-73.9627368;40.8055697, -73.9627368
MN;7.0;40.7977225;-73.9627521;40.7977225, -73.9627521
MN;15.0;40.7703383;-73.9627529;40.7703383, -73.9627529
MN;34.0;40.7635973;-73.9627675;40.7635973, -73.9627675
BK;7.0;40.6101893;-73.9627739;40.6101893, -73.9627739
MN;7.0;40.7999156;-73.9627797;40.7999156, -73.9627797
MN;16.0;40.7948214;-73.9627826;40.7948214, -73.9627826
BK;7.0;40.7064268;-73.9627886;40.7064268, -73.9627886
MN;8.0;40.7734701;-73.9627945;40.7734701, -73.9627945
BK;8.0;40.6142104;-73.9628148;40.6142104, -73.9628148
MN;20.0;40.7718233;-73.9628243;40.7718233, -73.9628243
MN;7.0;40.7613603;-73.9628338;40.7613603, -73.9628338
MN;14.0;40.7776449;-73.9628463;40.7776449, -73.9628463
MN;21.0;40.7661197;-73.9628492;40.7661197, -73.9628492
MN;18.0;40.7553438;-73.9628552;40.7553438, -73.9628552
MN;8.0;40.8053035;-73.9628742;40.8053035, -73.9628742
MN;14.0;40.7769367;-73.9628792;40.7769367, -73.9628792
MN;19.0;40.7578196;-73.9628899;40.7578196, -73.9628899
MN;15.0;40.7746696;-73.9628913;40.7746696, -73.9628913
BK;12.0;40.7114744;-73.9628976;40.7114744, -73.9628976
MN;15.0;40.8047354;-73.9628998;40.8047354, -73.9628998
MN;14.0;40.7619806;-73.9629092;40.7619806, -73.9629092
BK;7.0;40.7156674;-73.9629211;40.7156674, -73.9629211
BK;8.0;40.7197554;-73.9629363;40.7197554, -73.9629363
MN;14.0;40.8067198;-73.9629421;40.8067198, -73.9629421
BK;14.0;40.6541664;-73.9629475;40.6541664, -73.9629475
MN;19.0;40.7670584;-73.9629569;40.7670584, -73.9629569
MN;8.0;40.8056713;-73.9629752;40.8056713, -73.9629752
MN;40.0;40.7743814;-73.9629926;40.7743814, -73.9629926
MN;14.0;40.7730639;-73.9629933;40.7730639, -73.9629933
MN;15.0;40.7727648;-73.9629935;40.7727648, -73.9629935
MN;31.0;40.7561508;-73.9630135;40.7561508, -73.9630135
MN;19.0;40.7586623;-73.9630374;40.7586623, -73.9630374
MN;13.0;40.7774226;-73.9630414;40.7774226, -73.9630414
MN;19.0;40.7618764;-73.9630609;40.7618764, -73.9630609
MN;28.0;40.7678407;-73.9630612;40.7678407, -73.9630612
BK;7.0;40.5780697;-73.9630618;40.5780697, -73.9630618
MN;8.0;40.7598233;-73.9630729;40.7598233, -73.9630729
MN;8.0;40.8053887;-73.9630765;40.8053887, -73.9630765
MN;12.0;40.7687931;-73.9630823;40.7687931, -73.9630823
